filepath,steering
dataset\2019-4-11-23-37-19 65509.jpeg,0.019999999552965164
dataset\2019-4-11-23-37-19 91674.jpeg,0.07999999821186066
dataset\2019-4-11-23-37-19 124773.jpeg,0.1599999964237213
dataset\2019-4-11-23-37-19 157610.jpeg,0.20000000298023224
dataset\2019-4-11-23-37-19 192491.jpeg,0.25999999046325684
dataset\2019-4-11-23-37-19 234799.jpeg,0.30000001192092896
dataset\2019-4-11-23-37-19 262938.jpeg,0.36000001430511475
dataset\2019-4-11-23-37-19 291666.jpeg,0.4399999976158142
dataset\2019-4-11-23-37-19 323553.jpeg,0.47999998927116394
dataset\2019-4-11-23-37-19 358405.jpeg,0.5400000214576721
dataset\2019-4-11-23-37-19 389674.jpeg,0.5799999833106995
dataset\2019-4-11-23-37-19 424524.jpeg,0.6399999856948853
dataset\2019-4-11-23-37-19 451864.jpeg,0.699999988079071
dataset\2019-4-11-23-37-19 487975.jpeg,0.7599999904632568
dataset\2019-4-11-23-37-19 520637.jpeg,0.8199999928474426
dataset\2019-4-11-23-37-19 558705.jpeg,0.8600000143051147
dataset\2019-4-11-23-37-19 587586.jpeg,0.9200000166893005
dataset\2019-4-11-23-37-19 624056.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-19 654049.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-19 686739.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-19 723266.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-19 752699.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-19 784938.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-19 818721.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-19 852313.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-19 888934.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-19 918479.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-19 951670.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-19 987291.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 19643.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 61667.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 85622.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 118451.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 152116.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 186076.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 226523.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 254877.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 285959.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 319097.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 354716.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 397519.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 420790.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 453475.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 489746.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 519735.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 560267.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 589685.jpeg,0.9800000190734863
dataset\2019-4-11-23-37-20 622689.jpeg,0.0
dataset\2019-4-11-23-37-21 789610.jpeg,0.0
dataset\2019-4-11-23-37-21 820386.jpeg,0.0
dataset\2019-4-11-23-37-21 852097.jpeg,0.0
dataset\2019-4-11-23-37-21 889512.jpeg,0.0
dataset\2019-4-11-23-37-21 919718.jpeg,0.0
dataset\2019-4-11-23-37-21 987039.jpeg,-0.05999999865889549
dataset\2019-4-11-23-37-21 958442.jpeg,0.0
dataset\2019-4-11-23-37-22 26694.jpeg,-0.10000000149011612
dataset\2019-4-11-23-37-22 59611.jpeg,-0.1599999964237213
dataset\2019-4-11-23-37-22 87526.jpeg,-0.2199999988079071
dataset\2019-4-11-23-37-22 119873.jpeg,-0.2800000011920929
dataset\2019-4-11-23-37-22 153712.jpeg,-0.3400000035762787
dataset\2019-4-11-23-37-22 190879.jpeg,-0.3799999952316284
dataset\2019-4-11-23-37-22 224972.jpeg,-0.4399999976158142
dataset\2019-4-11-23-37-22 259807.jpeg,-0.5
dataset\2019-4-11-23-37-22 286983.jpeg,-0.5600000023841858
dataset\2019-4-11-23-37-22 320642.jpeg,-0.6200000047683716
dataset\2019-4-11-23-37-22 353564.jpeg,-0.6600000262260437
dataset\2019-4-11-23-37-22 393000.jpeg,-0.7200000286102295
dataset\2019-4-11-23-37-22 425846.jpeg,-0.7799999713897705
dataset\2019-4-11-23-37-22 453413.jpeg,-0.8399999737739563
dataset\2019-4-11-23-37-22 485459.jpeg,-0.8999999761581421
dataset\2019-4-11-23-37-22 517030.jpeg,-0.9599999785423279
dataset\2019-4-11-23-37-22 555374.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-22 589745.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-22 618483.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-22 652152.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-22 686470.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-22 720727.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-22 752040.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-22 784656.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-22 819566.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-22 851597.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-22 889960.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-22 920849.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-22 952946.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-22 985830.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-23 21080.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-23 55845.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-23 90581.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-23 120860.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-23 152884.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-23 185933.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-23 221544.jpeg,0.0
dataset\2019-4-11-23-37-23 253159.jpeg,0.0
dataset\2019-4-11-23-37-23 284845.jpeg,0.0
dataset\2019-4-11-23-37-23 353662.jpeg,0.0
dataset\2019-4-11-23-37-23 364324.jpeg,0.0
dataset\2019-4-11-23-37-23 387755.jpeg,0.0
dataset\2019-4-11-23-37-23 421321.jpeg,0.0
dataset\2019-4-11-23-37-23 450802.jpeg,0.0
dataset\2019-4-11-23-37-23 495518.jpeg,0.0
dataset\2019-4-11-23-37-23 518340.jpeg,0.0
dataset\2019-4-11-23-37-23 555719.jpeg,0.0
dataset\2019-4-11-23-37-23 584766.jpeg,-0.05999999865889549
dataset\2019-4-11-23-37-23 619550.jpeg,-0.11999999731779099
dataset\2019-4-11-23-37-23 652948.jpeg,-0.1599999964237213
dataset\2019-4-11-23-37-23 686639.jpeg,-0.2199999988079071
dataset\2019-4-11-23-37-23 729823.jpeg,-0.2800000011920929
dataset\2019-4-11-23-37-23 754572.jpeg,-0.3400000035762787
dataset\2019-4-11-23-37-23 825901.jpeg,-0.4399999976158142
dataset\2019-4-11-23-37-23 787901.jpeg,-0.4000000059604645
dataset\2019-4-11-23-37-23 852707.jpeg,-0.5
dataset\2019-4-11-23-37-23 891403.jpeg,-0.5799999833106995
dataset\2019-4-11-23-37-23 918726.jpeg,-0.6200000047683716
dataset\2019-4-11-23-37-23 951446.jpeg,-0.6800000071525574
dataset\2019-4-11-23-37-23 984630.jpeg,-0.7400000095367432
dataset\2019-4-11-23-37-24 21743.jpeg,-0.7799999713897705
dataset\2019-4-11-23-37-24 65115.jpeg,-0.8399999737739563
dataset\2019-4-11-23-37-24 84926.jpeg,-0.8999999761581421
dataset\2019-4-11-23-37-24 122219.jpeg,-0.9599999785423279
dataset\2019-4-11-23-37-24 151272.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 185456.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 225004.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 250505.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 284759.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 318430.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 350487.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 390641.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 421508.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 452651.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 484749.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 518879.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 537890.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 587816.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 638876.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 651494.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 685273.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 724202.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 754031.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 788001.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 821384.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 855759.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 887677.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 917914.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 953717.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-24 984281.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 18748.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 57693.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 85988.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 119573.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 152640.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 183652.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 221313.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 250708.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 285377.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 318580.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 353143.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 389578.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 424520.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 453707.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 485818.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 522888.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 558566.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 590874.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 622362.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 657603.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 684428.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 723795.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 757598.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 791052.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 823886.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 855531.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 889097.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 926071.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 951264.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-25 988421.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 20381.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 59581.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 85739.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 117612.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 155811.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 186657.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 223912.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 252312.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 288018.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 320529.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 352735.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 390082.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 423485.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 455200.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 484617.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 517547.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 558459.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 585889.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 618659.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 657749.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 689967.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 724532.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 757626.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 784502.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-26 819928.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-30 520224.jpeg,0.0
dataset\2019-4-11-23-37-30 559675.jpeg,0.0
dataset\2019-4-11-23-37-30 591852.jpeg,0.0
dataset\2019-4-11-23-37-30 620595.jpeg,0.0
dataset\2019-4-11-23-37-30 656270.jpeg,-0.05999999865889549
dataset\2019-4-11-23-37-30 686874.jpeg,-0.10000000149011612
dataset\2019-4-11-23-37-30 721873.jpeg,-0.1599999964237213
dataset\2019-4-11-23-37-30 753844.jpeg,-0.2199999988079071
dataset\2019-4-11-23-37-30 791640.jpeg,-0.2800000011920929
dataset\2019-4-11-23-37-30 822873.jpeg,-0.3400000035762787
dataset\2019-4-11-23-37-30 859903.jpeg,-0.3799999952316284
dataset\2019-4-11-23-37-30 890722.jpeg,-0.4399999976158142
dataset\2019-4-11-23-37-30 924739.jpeg,-0.5
dataset\2019-4-11-23-37-30 955343.jpeg,-0.5600000023841858
dataset\2019-4-11-23-37-30 987833.jpeg,-0.6200000047683716
dataset\2019-4-11-23-37-31 28722.jpeg,-0.6600000262260437
dataset\2019-4-11-23-37-31 56162.jpeg,-0.7200000286102295
dataset\2019-4-11-23-37-31 86887.jpeg,-0.7799999713897705
dataset\2019-4-11-23-37-31 125876.jpeg,-0.8399999737739563
dataset\2019-4-11-23-37-31 152263.jpeg,-0.8799999952316284
dataset\2019-4-11-23-37-31 185076.jpeg,-0.9399999976158142
dataset\2019-4-11-23-37-31 223772.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 250258.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 283995.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 318696.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 350076.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 387160.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 422676.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 456206.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 485867.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 523732.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 554986.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 585187.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 629832.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 652497.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 682844.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 719542.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 751519.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 788412.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 818802.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 858220.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 886914.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 920540.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 955466.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-31 983641.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 20679.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 53339.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 84880.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 121953.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 151499.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 189797.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 221047.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 254859.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 283992.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 317413.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 352319.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 387759.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 418891.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 454598.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 483577.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 516598.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 553552.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 589651.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 617585.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 654103.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 686693.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 720523.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 753516.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 783739.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-32 820594.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-43 448851.jpeg,0.0
dataset\2019-4-11-23-37-43 483292.jpeg,0.0
dataset\2019-4-11-23-37-43 516687.jpeg,0.0
dataset\2019-4-11-23-37-43 552703.jpeg,0.0
dataset\2019-4-11-23-37-43 583197.jpeg,0.0
dataset\2019-4-11-23-37-43 615925.jpeg,0.0
dataset\2019-4-11-23-37-43 650710.jpeg,0.0
dataset\2019-4-11-23-37-43 681080.jpeg,0.0
dataset\2019-4-11-23-37-43 720715.jpeg,0.0
dataset\2019-4-11-23-37-43 750484.jpeg,0.0
dataset\2019-4-11-23-37-43 783896.jpeg,0.0
dataset\2019-4-11-23-37-43 816621.jpeg,0.0
dataset\2019-4-11-23-37-43 849476.jpeg,0.0
dataset\2019-4-11-23-37-43 890854.jpeg,0.0
dataset\2019-4-11-23-37-43 917850.jpeg,0.0
dataset\2019-4-11-23-37-43 951010.jpeg,0.0
dataset\2019-4-11-23-37-43 982881.jpeg,0.0
dataset\2019-4-11-23-37-44 19195.jpeg,0.0
dataset\2019-4-11-23-37-44 53112.jpeg,0.0
dataset\2019-4-11-23-37-44 81757.jpeg,0.0
dataset\2019-4-11-23-37-44 114586.jpeg,0.0
dataset\2019-4-11-23-37-44 148256.jpeg,0.0
dataset\2019-4-11-23-37-44 185618.jpeg,0.0
dataset\2019-4-11-23-37-44 219272.jpeg,0.0
dataset\2019-4-11-23-37-44 248972.jpeg,0.0
dataset\2019-4-11-23-37-44 281065.jpeg,0.0
dataset\2019-4-11-23-37-44 314886.jpeg,0.0
dataset\2019-4-11-23-37-44 348672.jpeg,0.0
dataset\2019-4-11-23-37-44 389645.jpeg,0.0
dataset\2019-4-11-23-37-44 416385.jpeg,0.0
dataset\2019-4-11-23-37-44 449265.jpeg,0.0
dataset\2019-4-11-23-37-44 481284.jpeg,0.0
dataset\2019-4-11-23-37-44 514745.jpeg,0.0
dataset\2019-4-11-23-37-44 557584.jpeg,0.0
dataset\2019-4-11-23-37-44 580800.jpeg,0.0
dataset\2019-4-11-23-37-44 616614.jpeg,0.0
dataset\2019-4-11-23-37-44 646508.jpeg,0.0
dataset\2019-4-11-23-37-44 686270.jpeg,0.0
dataset\2019-4-11-23-37-44 717746.jpeg,0.0
dataset\2019-4-11-23-37-44 746623.jpeg,-0.03999999910593033
dataset\2019-4-11-23-37-44 782360.jpeg,-0.11999999731779099
dataset\2019-4-11-23-37-44 815755.jpeg,-0.1599999964237213
dataset\2019-4-11-23-37-44 848974.jpeg,-0.2199999988079071
dataset\2019-4-11-23-37-44 890868.jpeg,-0.2800000011920929
dataset\2019-4-11-23-37-44 913607.jpeg,-0.3400000035762787
dataset\2019-4-11-23-37-44 949519.jpeg,-0.4000000059604645
dataset\2019-4-11-23-37-44 981001.jpeg,-0.4399999976158142
dataset\2019-4-11-23-37-45 14870.jpeg,-0.5
dataset\2019-4-11-23-37-45 49782.jpeg,-0.5600000023841858
dataset\2019-4-11-23-37-45 80710.jpeg,-0.6200000047683716
dataset\2019-4-11-23-37-45 115533.jpeg,-0.6800000071525574
dataset\2019-4-11-23-37-45 149949.jpeg,-0.7200000286102295
dataset\2019-4-11-23-37-45 181571.jpeg,-0.7799999713897705
dataset\2019-4-11-23-37-45 218712.jpeg,-0.8399999737739563
dataset\2019-4-11-23-37-45 246708.jpeg,-0.8999999761581421
dataset\2019-4-11-23-37-45 254843.jpeg,-0.9599999785423279
dataset\2019-4-11-23-37-45 315897.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 351663.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 387580.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 416613.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 447548.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 479493.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 518020.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 549756.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 582829.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 615534.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 649615.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 682891.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 722688.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 746399.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 779397.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 813724.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 846670.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 886327.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 915905.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 948676.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-45 983623.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 21829.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 55183.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 84781.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 115034.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 155003.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 179702.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 216473.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 253776.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 279506.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 313062.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 348812.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 384602.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 415060.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 479992.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 445510.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 512647.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 549849.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 579661.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 618073.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 647868.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 679448.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 716598.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 747121.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 780858.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 816827.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 849661.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 886122.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 915827.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 947937.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-46 980792.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 14333.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 52991.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 80223.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 113712.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 154563.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 183792.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 216826.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 251749.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 282670.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 316882.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 347550.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 382619.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 416246.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 444887.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 484931.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 512661.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 551942.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 580001.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 614644.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 646369.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 684587.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 747285.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 723845.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 779044.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 816222.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 845863.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 883160.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 913910.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 946793.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-47 980455.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-48 18716.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-48 49537.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-48 78524.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-48 112519.jpeg,-0.9800000190734863
dataset\2019-4-11-23-37-48 146663.jpeg,-0.9800000190734863
